job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB04556,Software Engineer,CloudPeak Systems,Hyderabad,"We are looking for a Software Engineer to join our team at CloudPeak Systems in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Java, Git, SQL, REST API. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MBA,6-10 LPA,Part-time
JOB04557,Product Analyst,Oracle,Ahmedabad,"Oracle is hiring a Product Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Python, Excel, A/B Testing, Product Analytics. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,BCA,3-5 LPA,Contract
JOB04558,DevOps Engineer,Tech Mahindra,Kolkata,"Tech Mahindra is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 5+ years of experience.",5+ years,B.Tech,6-10 LPA,Part-time
JOB04559,BI Analyst,Amazon,Delhi,"We are looking for a BI Analyst to join our team at Amazon in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Bachelor's Degree,4-6 LPA,Part-time
JOB04560,Database Administrator,TCS,Pune,"TCS is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 1-2 years of experience.",1-2 years,MBA,6-10 LPA,Full-time
JOB04561,Database Administrator,Persistent Systems,Chennai,"Persistent Systems is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 3-5 years of experience.",3-5 years,MCA,4-6 LPA,Part-time
JOB04562,Product Analyst,Deloitte,Gurugram,"We are looking for a Product Analyst to join our team at Deloitte in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,B.Tech,3-5 LPA,Part-time
JOB04563,Data Scientist,Cognizant,Jaipur,"Cognizant is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 1-2 years of experience.",1-2 years,MCA,3-5 LPA,Part-time
JOB04564,SQL Developer,Wipro,Nagpur,"Wipro is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 0-1 years of experience.",0-1 years,Master's Degree,6-10 LPA,Internship
JOB04565,DevOps Engineer,TCS,Remote,"TCS is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 3-5 years of experience.",3-5 years,MBA,8-12 LPA,Internship
JOB04566,Software Engineer,Amazon,Ahmedabad,"Amazon is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 2-3 years of experience.",2-3 years,Master's Degree,4-6 LPA,Internship
JOB04567,Power BI Developer,TechNova Solutions,Navi Mumbai,"We are looking for a Power BI Developer to join our team at TechNova Solutions in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Master's Degree,8-12 LPA,Internship
JOB04568,HR Analyst,Fractal Analytics,Hyderabad,"We are looking for a HR Analyst to join our team at Fractal Analytics in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,10-15 LPA,Full-time
JOB04569,Data Engineer,Wipro,Thane,"We are looking for a Data Engineer to join our team at Wipro in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,5-8 LPA,Contract
JOB04570,BI Analyst,Oracle,Hyderabad,"We are looking for a BI Analyst to join our team at Oracle in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,4-6 LPA,Part-time
